"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,90500,0.112499903803219,"Cultivators",43.471,1,0.0108695652173913,90500,0.112499903803219,"Cultivators",43.471,98897,0.0931142793049732,"Cultivators",45.052,"Cultivators",9.27845303867403,-17.2316809551715
"47",62,57,11418,0.145131622986107,"Farmers, Other than Cultivators",5.485,2,0.0217391304347826,11418,0.145131622986107,"Farmers, Other than Cultivators",5.485,11277,0.0238731516048651,"Farmers, Other than Cultivators",5.137,"Farmers, Other than Cultivators",-1.2348922753547,-83.5506892890253
"41",55,51,910,0.25670474830514,"Launderers, DryCleaners and Pressers",0.437,3,0.0326086956521739,910,0.25670474830514,"Launderers, DryCleaners and Pressers",0.437,713,0.128285709325275,"Launderers, DryCleaners and Pressers",0.325,"Launderers, DryCleaners and Pressers",-21.6483516483516,-50.025969456247
"42",56,52,738,0.290411737988467,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,4,0.0434782608695652,738,0.290411737988466,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,600,0.191647768732317,"Hair Dressers, Barbers, Beauticians and Related Workers",0.273,"Hair Dressers, Barbers, Beauticians and Related Workers",-18.6991869918699,-34.0082566704215
"17",26,27,174,0.395177708427912,"Working Proprietors, Directors and Managers, Other Services",0.084,5,0.0543478260869565,174,0.395177708427913,"Working Proprietors, Directors and Managers, Other Services",0.084,191,0.225711994722293,"Working Proprietors, Directors and Managers, Other Services",0.087,"Working Proprietors, Directors and Managers, Other Services",9.77011494252874,-42.8834193051487
"29",40,39,4703,0.423538714238494,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,6,0.0652173913043478,4703,0.423538714238494,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,6583,0.047696655234226,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.999,"Merchants and Shopkeepers, Wholesale and Retail Trade",39.9744843716777,-88.7385370850968
"16",25,26,74,0.433715113860234,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,7,0.0760869565217391,74,0.433715113860234,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,182,0.505294947013637,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.083,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",145.945945945946,16.5038825869625
"13",22,23,181,0.478003293991743,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,8,0.0869565217391304,181,0.478003293991742,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,393,0.149167715490724,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.179,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",117.127071823204,-68.7935800096597
"62",79,72,1563,0.54349262130373,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,9,0.0978260869565217,1563,0.54349262130373,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,1719,0.157492882002265,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.783,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",9.98080614203455,-71.0220754010475
"63",80,73,385,0.677286678216726,"ShoeMakers and Leather Goods Makers",0.185,10,0.108695652173913,385,0.677286678216725,"ShoeMakers and Leather Goods Makers",0.185,273,0.534291958903697,"ShoeMakers and Leather Goods Makers",0.124,"ShoeMakers and Leather Goods Makers",-29.0909090909091,-21.1128793629204
"52",67,62,31,0.736481855286684,"Hunters and Related Workers",0.015,11,0.119565217391304,31,0.736481855286683,"Hunters and Related Workers",0.015,20,0,"Hunters and Related Workers",0.009,"Hunters and Related Workers",-35.4838709677419,-100
"53",68,63,886,0.783486137876473,"Fishermen and Related Workers",0.426,12,0.130434782608696,886,0.783486137876472,"Fishermen and Related Workers",0.426,965,0.197414819316932,"Fishermen and Related Workers",0.44,"Fishermen and Related Workers",8.91647855530474,-74.8030233372097
"50",65,60,1883,0.812147355290953,"Other Farm Workers",0.904,13,0.141304347826087,1883,0.812147355290953,"Other Farm Workers",0.904,1029,0.590429025564047,"Other Farm Workers",0.469,"Other Farm Workers",-45.3531598513011,-27.3002587870861
