"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.851507346409701,"Cultivators",4.467,1,0.0108695652173913,4370,0.851507346409701,"Cultivators",4.467,3858,1.79548362411331,"Cultivators",3.694,"Cultivators",-0.117162471395881,0.943976277703605
"29",40,39,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,11642,3.00326632472989,"Merchants and Shopkeepers, Wholesale and Retail Trade",11.148,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.220207525416623,0.88131089947957
"47",62,57,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,1337,4.11854194681204,"Farmers, Other than Cultivators",1.28,"Farmers, Other than Cultivators",-0.0233747260774288,1.61259290734387
"42",56,52,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,466,10.8753311066148,"Hair Dressers, Barbers, Beauticians and Related Workers",0.446,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.176678445229682,5.11067189210284
"36",50,46,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,773,9.31975593776361,"Hotel and Restaurant Keepers",0.74,"Hotel and Restaurant Keepers",0.0104575163398693,2.47351475648459
"41",55,51,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,686,8.71492845125459,"Launderers, DryCleaners and Pressers",0.657,"Launderers, DryCleaners and Pressers",-0.0889774236387782,0.24735868863171
"34",45,44,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,129,16.0094332025723,"Money Lenders and Pawn Brokers",0.124,"Money Lenders and Pawn Brokers",0.675324675324675,1.69204400232874
"53",68,63,430,14.860366510834,"Fishermen and Related Workers",0.44,8,0.0869565217391304,430,14.860366510834,"Fishermen and Related Workers",0.44,432,26.7259269336104,"Fishermen and Related Workers",0.414,"Fishermen and Related Workers",0.00465116279069767,11.8655604227764
"52",67,62,15,17.2888576779026,"Hunters and Related Workers",0.015,9,0.0978260869565217,15,17.2888576779026,"Hunters and Related Workers",0.015,10,66.4713418975391,"Hunters and Related Workers",0.01,"Hunters and Related Workers",-0.333333333333333,49.1824842196365
"63",80,73,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,534,35.8691199692252,"ShoeMakers and Leather Goods Makers",0.511,"ShoeMakers and Leather Goods Makers",0.0553359683794466,17.9983574257201
"9",18,19,149,18.2314643379246,"Composers and Performing Artists",0.152,11,0.119565217391304,149,18.2314643379246,"Composers and Performing Artists",0.152,90,23.1988406513337,"Composers and Performing Artists",0.086,"Composers and Performing Artists",-0.395973154362416,4.96737631340912
"33",44,43,680,18.3907010572794,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,12,0.130434782608696,680,18.3907010572794,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,720,27.2538703611287,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.689,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.0588235294117647,8.86316930384926
"62",79,72,2804,18.7018072275457,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,13,0.141304347826087,2804,18.7018072275457,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,3055,29.7852392465069,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.925,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.0895149786019971,11.0834320189612
"61",78,71,1376,19.9530990051633,"Tobacco Preparers and Tobacco Product Makers",1.407,14,0.152173913043478,1376,19.9530990051633,"Tobacco Preparers and Tobacco Product Makers",1.407,1251,20.4294317451059,"Tobacco Preparers and Tobacco Product Makers",1.198,"Tobacco Preparers and Tobacco Product Makers",-0.0908430232558139,0.476332739942585
"39",53,49,1738,22.0322104545092,"Maids and Related House Keeping Services Workers",1.777,15,0.16304347826087,1738,22.0322104545092,"Maids and Related House Keeping Services Workers",1.777,1656,53.4269813631038,"Maids and Related House Keeping Services Workers",1.586,"Maids and Related House Keeping Services Workers",-0.047180667433832,31.3947709085946
"74",91,84,222,22.0592441165606,"Paper and Paper Board Product Makers",0.227,16,0.173913043478261,222,22.0592441165606,"Paper and Paper Board Product Makers",0.227,130,33.9286037727094,"Paper and Paper Board Product Makers",0.124,"Paper and Paper Board Product Makers",-0.414414414414414,11.8693596561488
"32",43,42,4405,22.2519425560551,"Salesmen, Shop Assistants and Related Workers",4.503,17,0.184782608695652,4405,22.2519425560551,"Salesmen, Shop Assistants and Related Workers",4.503,4294,36.3611560751795,"Salesmen, Shop Assistants and Related Workers",4.112,"Salesmen, Shop Assistants and Related Workers",-0.0251986379114642,14.1092135191245
"48",63,58,3357,23.005749455334,"Agricultural Labourers",3.432,18,0.195652173913043,3357,23.005749455334,"Agricultural Labourers",3.432,2947,32.2214110385974,"Agricultural Labourers",2.822,"Agricultural Labourers",-0.122132856717307,9.21566158326343
"72",89,82,382,23.40552013192,"Glass Formers, Potters and Related Workers",0.39,19,0.206521739130435,382,23.40552013192,"Glass Formers, Potters and Related Workers",0.39,383,29.9435788586507,"Glass Formers, Potters and Related Workers",0.367,"Glass Formers, Potters and Related Workers",0.00261780104712042,6.53805872673068
"77",94,87,645,24.2606510031967,"Production and Related Workers",0.659,20,0.217391304347826,645,24.2606510031967,"Production and Related Workers",0.659,660,30.4120409929893,"Production and Related Workers",0.632,"Production and Related Workers",0.0232558139534884,6.15138998979262
"15",24,25,1841,24.2856629849319,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.882,21,0.228260869565217,1841,24.2856629849319,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.882,2354,45.9055956239066,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",2.254,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",0.278652906029332,21.6199326389748
"60",77,70,1457,24.4634867932942,"Food and Beverage Processors",1.489,22,0.239130434782609,1457,24.4634867932942,"Food and Beverage Processors",1.489,1310,48.3293750066247,"Food and Beverage Processors",1.254,"Food and Beverage Processors",-0.10089224433768,23.8658882133304
"13",22,23,768,24.5229128830417,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.785,23,0.25,768,24.5229128830417,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.785,1226,32.4432378620079,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",1.174,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.596354166666667,7.9203249789662
"71",88,81,924,24.9617844720852,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.945,24,0.260869565217391,924,24.9617844720852,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.945,967,29.7262171387814,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.926,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.0465367965367965,4.76443266669625
"10",19,20,323,26.6057097149342,"Professional Workers",0.33,25,0.271739130434783,323,26.6057097149342,"Professional Workers",0.33,350,43.7920731121036,"Professional Workers",0.335,"Professional Workers",0.0835913312693498,17.1863633971693
"64",81,74,1362,30.3831178984816,"Carpenters, Cabinet and Related Wood Workers",1.392,26,0.282608695652174,1362,30.3831178984816,"Carpenters, Cabinet and Related Wood Workers",1.392,1370,58.8550279551219,"Carpenters, Cabinet and Related Wood Workers",1.312,"Carpenters, Cabinet and Related Wood Workers",0.00587371512481645,28.4719100566403
"50",65,60,382,30.5487577520398,"Other Farm Workers",0.39,27,0.293478260869565,382,30.5487577520398,"Other Farm Workers",0.39,360,198.624306182309,"Other Farm Workers",0.345,"Other Farm Workers",-0.0575916230366492,168.075548430269
"51",66,61,180,30.5798701164186,"Forestry Workers",0.184,28,0.304347826086957,180,30.5798701164186,"Forestry Workers",0.184,198,73.9220961843911,"Forestry Workers",0.19,"Forestry Workers",0.1,43.3422260679726
"17",26,27,511,30.6918465098697,"Working Proprietors, Directors and Managers, Other Services",0.522,29,0.315217391304348,511,30.6918465098697,"Working Proprietors, Directors and Managers, Other Services",0.522,685,60.1431597288134,"Working Proprietors, Directors and Managers, Other Services",0.656,"Working Proprietors, Directors and Managers, Other Services",0.340508806262231,29.4513132189437
"65",82,75,185,30.9367367007951,"Stone Cutters and Carvers",0.189,30,0.326086956521739,185,30.9367367007951,"Stone Cutters and Carvers",0.189,234,38.6966579186398,"Stone Cutters and Carvers",0.224,"Stone Cutters and Carvers",0.264864864864865,7.75992121784467
"35",49,45,183,31.85754942516,"Sales Workers",0.187,31,0.33695652173913,183,31.85754942516,"Sales Workers",0.187,215,58.3144615454067,"Sales Workers",0.206,"Sales Workers",0.174863387978142,26.4569121202468
"78",95,88,2361,33.3527399837074,"Bricklayers and Other Construction Workers",2.413,32,0.347826086956522,2361,33.3527399837074,"Bricklayers and Other Construction Workers",2.413,2609,60.3994258989191,"Bricklayers and Other Construction Workers",2.498,"Bricklayers and Other Construction Workers",0.105040237187632,27.0466859152117
"8",17,18,170,34.9379842813144,"Sculptors, Painters, Photographers and Related Creative Artists",0.174,33,0.358695652173913,170,34.9379842813144,"Sculptors, Painters, Photographers and Related Creative Artists",0.174,183,40.6680921239321,"Sculptors, Painters, Photographers and Related Creative Artists",0.175,"Sculptors, Painters, Photographers and Related Creative Artists",0.0764705882352941,5.73010784261769
"16",25,26,282,35.4270147119643,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.288,34,0.369565217391304,282,35.4270147119643,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.288,469,39.5944962904894,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.449,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.663120567375887,4.16748157852509
"49",64,59,269,35.650625382436,"Plantation Labourers and Related Workers",0.275,35,0.380434782608696,269,35.650625382436,"Plantation Labourers and Related Workers",0.275,245,49.9399717538145,"Plantation Labourers and Related Workers",0.235,"Plantation Labourers and Related Workers",-0.0892193308550186,14.2893463713785
"38",52,48,1096,35.6805468267856,"Cooks, Waiters, Bartenders and Related Workers (Domestic and Institutional)",1.12,36,0.391304347826087,1096,35.6805468267856,"Cooks, Waiters, Bartenders and Related Workers (Domestic and Institutional)",1.12,1165,63.3400575071612,"Cooks, Waiters, Bartenders and Related Workers (Domestic and Institutional)",1.116,"Cooks, Waiters, Bartenders and Related Workers (Domestic and Institutional)",0.0629562043795621,27.6595106803756
"5",14,15,351,37.224520732457,"Jurists",0.359,37,0.402173913043478,351,37.224520732457,"Jurists",0.359,475,69.695133360952,"Jurists",0.455,"Jurists",0.353276353276353,32.470612628495
"44",59,54,244,38.6397567018391,"Service Workers",0.249,38,0.41304347826087,244,38.6397567018391,"Service Workers",0.249,350,65.0027059068693,"Service Workers",0.335,"Service Workers",0.434426229508197,26.3629492050302
"73",90,83,346,40.1187733945655,"Rubber and Plastics Products Makers",0.354,39,0.423913043478261,346,40.1187733945655,"Rubber and Plastics Products Makers",0.354,350,61.1896377078907,"Rubber and Plastics Products Makers",0.335,"Rubber and Plastics Products Makers",0.0115606936416185,21.0708643133252
"76",93,86,373,41.9580930874562,"Painting",0.381,40,0.434782608695652,373,41.9580930874562,"Painting",0.381,396,50.3337229812151,"Painting",0.379,"Painting",0.0616621983914209,8.37562989375892
"56",73,66,301,43.0658791395279,"Wood Preparation Workers and Paper Makers",0.308,41,0.445652173913043,301,43.0658791395279,"Wood Preparation Workers and Paper Makers",0.308,260,53.5886957811538,"Wood Preparation Workers and Paper Makers",0.249,"Wood Preparation Workers and Paper Makers",-0.136212624584718,10.5228166416259
"82",99,92,4123,44.5130387591538,"Labourers",4.215,42,0.456521739130435,4123,44.5130387591538,"Labourers",4.215,4448,84.4450568064367,"Labourers",4.259,"Labourers",0.0788260975018191,39.9320180472829
"58",75,68,4739,44.6289258055967,"Spinners, Weavers, Knitting, Dyers and Related Workers",4.844,43,0.467391304347826,4739,44.6289258055967,"Spinners, Weavers, Knitting, Dyers and Related Workers",4.844,4103,66.615853574409,"Spinners, Weavers, Knitting, Dyers and Related Workers",3.929,"Spinners, Weavers, Knitting, Dyers and Related Workers",-0.13420552859253,21.9869277688123
"75",92,85,672,44.9709876320137,"Printers and Related Workers",0.687,44,0.478260869565217,672,44.9709876320137,"Printers and Related Workers",0.687,698,80.4005688639115,"Printers and Related Workers",0.668,"Printers and Related Workers",0.0386904761904762,35.4295812318977
"37",51,47,65,45.1907697762354,"House Keepers, Matrons and Stewards (Domestic and Institutional)",0.066,45,0.489130434782609,65,45.1907697762354,"House Keepers, Matrons and Stewards (Domestic and Institutional)",0.066,50,90.1327213541212,"House Keepers, Matrons and Stewards (Domestic and Institutional)",0.048,"House Keepers, Matrons and Stewards (Domestic and Institutional)",-0.230769230769231,44.9419515778858
"30",41,40,480,47.536567368835,"Manufacturers' Agents",0.491,46,0.5,480,47.536567368835,"Manufacturers' Agents",0.491,653,74.5736543907664,"Manufacturers' Agents",0.625,"Manufacturers' Agents",0.360416666666667,27.0370870219315
"59",76,69,76,47.9732328490559,"Tanners, Fellmongers and Pelt Dressers",0.078,47,0.510869565217391,76,47.9732328490559,"Tanners, Fellmongers and Pelt Dressers",0.078,58,62.2766170331488,"Tanners, Fellmongers and Pelt Dressers",0.056,"Tanners, Fellmongers and Pelt Dressers",-0.236842105263158,14.3033841840929
"40",54,50,1662,50.1411179327842,"Building Caretakers, Sweepers, Cleaner and Related Workers",1.699,48,0.521739130434783,1662,50.1411179327842,"Building Caretakers, Sweepers, Cleaner and Related Workers",1.699,1834,88.4386349415478,"Building Caretakers, Sweepers, Cleaner and Related Workers",1.756,"Building Caretakers, Sweepers, Cleaner and Related Workers",0.103489771359807,38.2975170087636
"81",98,91,4127,52.4181831747587,"Transport Equipment Operators",4.219,49,0.532608695652174,4127,52.4181831747587,"Transport Equipment Operators",4.219,4058,92.1673339509611,"Transport Equipment Operators",3.886,"Transport Equipment Operators",-0.0167191664647444,39.7491507762024
"70",87,80,778,54.9133998507284,"Plumbers, Welders, Sheet Metal, Structural Metal Preparers and Erectors",0.795,50,0.543478260869565,778,54.9133998507284,"Plumbers, Welders, Sheet Metal, Structural Metal Preparers and Erectors",0.795,911,97.2194668473273,"Plumbers, Welders, Sheet Metal, Structural Metal Preparers and Erectors",0.872,"Plumbers, Welders, Sheet Metal, Structural Metal Preparers and Erectors",0.170951156812339,42.3060669965989
"80",97,90,1589,56.0454285908377,"Material Handling and Related Equipment Operators, Dockers and Freight Handlers",1.624,51,0.554347826086957,1589,56.0454285908377,"Material Handling and Related Equipment Operators, Dockers and Freight Handlers",1.624,1573,78.7961465900977,"Material Handling and Related Equipment Operators, Dockers and Freight Handlers",1.506,"Material Handling and Related Equipment Operators, Dockers and Freight Handlers",-0.0100692259282568,22.7507179992601
"66",83,76,1123,56.8575150072993,"Blacksmiths, Tool-Makers and Machine Tool Operators",1.148,52,0.565217391304348,1123,56.8575150072993,"Blacksmiths, Tool-Makers and Machine Tool Operators",1.148,1176,253.737876740298,"Blacksmiths, Tool-Makers and Machine Tool Operators",1.126,"Blacksmiths, Tool-Makers and Machine Tool Operators",0.0471950133570792,196.880361732998
"67",84,77,2588,58.2982613297763,"Machinery Fitters Machine Assemblers and Precision Instrument Makers (Except Electrical)",2.646,53,0.576086956521739,2588,58.2982613297763,"Machinery Fitters Machine Assemblers and Precision Instrument Makers (Except Electrical)",2.646,2810,115.70179239041,"Machinery Fitters Machine Assemblers and Precision Instrument Makers (Except Electrical)",2.691,"Machinery Fitters Machine Assemblers and Precision Instrument Makers (Except Electrical)",0.0857805255023184,57.4035310606336
"27",38,37,260,61.2102528752403,"Mail Distributors and Related Workers",0.266,54,0.58695652173913,260,61.2102528752403,"Mail Distributors and Related Workers",0.266,266,115.80525830513,"Mail Distributors and Related Workers",0.255,"Mail Distributors and Related Workers",0.0230769230769231,54.5950054298895
"69",86,79,70,64.4889134198402,"Broadcasting Station & Sound Equipment Operators & Cinema Projectionists",0.072,55,0.597826086956522,70,64.4889134198402,"Broadcasting Station & Sound Equipment Operators & Cinema Projectionists",0.072,72,112.452801619117,"Broadcasting Station & Sound Equipment Operators & Cinema Projectionists",0.069,"Broadcasting Station & Sound Equipment Operators & Cinema Projectionists",0.0285714285714286,47.9638881992764
"68",85,78,1658,70.8718580724503,"Electrical Fitters and Related Electrical and Electronic Workers",1.695,56,0.608695652173913,1658,70.8718580724503,"Electrical Fitters and Related Electrical and Electronic Workers",1.695,1854,105.48839949793,"Electrical Fitters and Related Electrical and Electronic Workers",1.775,"Electrical Fitters and Related Electrical and Electronic Workers",0.118214716525935,34.6165414254797
"45",60,55,93,71.7323065840299,"Farm Plantation, Dairy and Other Managers and Supervisor",0.095,57,0.619565217391304,93,71.7323065840299,"Farm Plantation, Dairy and Other Managers and Supervisor",0.095,79,115.852858992881,"Farm Plantation, Dairy and Other Managers and Supervisor",0.076,"Farm Plantation, Dairy and Other Managers and Supervisor",-0.150537634408602,44.120552408851
"55",72,65,614,71.9067588381683,"Metal Processors",0.628,58,0.630434782608696,614,71.9067588381683,"Metal Processors",0.628,615,109.082852138238,"Metal Processors",0.589,"Metal Processors",0.00162866449511401,37.1760933000697
"79",96,89,397,72.0026480617797,"Stationary Engines and Related Equipment Operators and Oliers and Greasers",0.406,59,0.641304347826087,397,72.0026480617797,"Stationary Engines and Related Equipment Operators and Oliers and Greasers",0.406,362,108.430544783042,"Stationary Engines and Related Equipment Operators and Oliers and Greasers",0.347,"Stationary Engines and Related Equipment Operators and Oliers and Greasers",-0.0881612090680101,36.4278967212627
"2",11,12,20,76.0504001185888,"Economists and Related Workers",0.02,60,0.652173913043478,20,76.0504001185888,"Economists and Related Workers",0.02,23,241.005581787521,"Economists and Related Workers",0.022,"Economists and Related Workers",0.15,164.955181668932
"54",71,64,580,82.6996106188736,"Miners, Quarrymen, Well Drillers and Related Workers",0.593,62,0.673913043478261,580,82.6996106188736,"Miners, Quarrymen, Well Drillers and Related Workers",0.593,632,146.630763463749,"Miners, Quarrymen, Well Drillers and Related Workers",0.605,"Miners, Quarrymen, Well Drillers and Related Workers",0.0896551724137931,63.9311528448759
"26",37,36,357,86.7635391581919,"Transport Conductor and Guards",0.365,63,0.684782608695652,357,86.7635391581919,"Transport Conductor and Guards",0.365,318,148.006405422159,"Transport Conductor and Guards",0.305,"Transport Conductor and Guards",-0.109243697478992,61.2428662639674
"24",35,34,7515,86.8771970044485,"Clerical and Related Workers",7.682,64,0.695652173913043,7515,86.8771970044485,"Clerical and Related Workers",7.682,7645,182.085114482599,"Clerical and Related Workers",7.321,"Clerical and Related Workers",0.0172987358616101,95.2079174781503
"20",31,30,109,88.5091565115228,"Village Officials",0.111,67,0.728260869565217,109,88.5091565115228,"Village Officials",0.111,175,535.486419164648,"Village Officials",0.168,"Village Officials",0.605504587155963,446.977262653125
"31",42,41,111,89.8535596343143,"Technical Salesmen and Commercial Travellers",0.113,68,0.739130434782609,111,89.8535596343143,"Technical Salesmen and Commercial Travellers",0.113,126,200.16565792461,"Technical Salesmen and Commercial Travellers",0.121,"Technical Salesmen and Commercial Travellers",0.135135135135135,110.312098290295
"43",57,53,2288,95.2614300328427,"Protective Service Workers",2.339,70,0.760869565217391,2288,95.2614300328427,"Protective Service Workers",2.339,2282,178.328691106344,"Protective Service Workers",2.185,"Protective Service Workers",-0.00262237762237762,83.0672610735013
"57",74,67,284,97.4193274512004,"Chemical Processors and Related Workers",0.29,71,0.771739130434783,284,97.4193274512004,"Chemical Processors and Related Workers",0.29,316,137.845898876989,"Chemical Processors and Related Workers",0.303,"Chemical Processors and Related Workers",0.112676056338028,40.4265714257884
"11",20,21,35,102.620394881977,"Elected and Legislative Officials",0.036,72,0.782608695652174,35,102.620394881977,"Elected and Legislative Officials",0.036,31,95.589391699485,"Elected and Legislative Officials",0.03,"Elected and Legislative Officials",-0.114285714285714,-7.03100318249162
"21",32,31,557,105.633874374264,"Stenographers, Typists and Card and Tape Punching Operators",0.569,73,0.793478260869565,557,105.633874374264,"Stenographers, Typists and Card and Tape Punching Operators",0.569,669,203.885648947435,"Stenographers, Typists and Card and Tape Punching Operators",0.641,"Stenographers, Typists and Card and Tape Punching Operators",0.201077199281867,98.2517745731709
"6",15,16,3959,105.779907003379,"Teachers",4.047,74,0.804347826086957,3959,105.779907003379,"Teachers",4.047,4940,173.358771712244,"Teachers",4.73,"Teachers",0.247789845920687,67.5788647088649
"28",39,38,229,111.807666621055,"Telephone and Telegraph Operators",0.234,75,0.815217391304348,229,111.807666621055,"Telephone and Telegraph Operators",0.234,253,185.121996879961,"Telephone and Telegraph Operators",0.242,"Telephone and Telegraph Operators",0.104803493449782,73.3143302589063
"4",13,14,108,117.697704757703,"Social Scientists and Related Workers",0.11,76,0.826086956521739,108,117.697704757703,"Social Scientists and Related Workers",0.11,170,219.993569996918,"Social Scientists and Related Workers",0.163,"Social Scientists and Related Workers",0.574074074074074,102.295865239215
