"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,90500,1.00639952174744,"Cultivators",43.471,1,0.0108695652173913,90500,1.00639952174744,"Cultivators",43.471,65774,4.66300556401302,"Cultivators",35.882,"Cultivators",-0.27321546961326,3.65660604226557
"47",62,57,11418,1.29831574095505,"Farmers, Other than Cultivators",5.485,2,0.0217391304347826,11418,1.29831574095505,"Farmers, Other than Cultivators",5.485,9699,4.52003823967332,"Farmers, Other than Cultivators",5.291,"Farmers, Other than Cultivators",-0.15055176037835,3.22172249871826
"41",55,51,910,2.29642450518432,"Launderers, DryCleaners and Pressers",0.437,3,0.0326086956521739,910,2.29642450518432,"Launderers, DryCleaners and Pressers",0.437,430,18.2922836585399,"Launderers, DryCleaners and Pressers",0.235,"Launderers, DryCleaners and Pressers",-0.527472527472527,15.9958591533555
"42",56,52,738,2.59795985899389,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,4,0.0434782608695652,738,2.59795985899389,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,432,23.3181205027092,"Hair Dressers, Barbers, Beauticians and Related Workers",0.236,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.414634146341463,20.7201606437153
"17",26,27,174,3.53517330523906,"Working Proprietors, Directors and Managers, Other Services",0.084,5,0.0543478260869565,174,3.53517330523906,"Working Proprietors, Directors and Managers, Other Services",0.084,207,11.9857837458318,"Working Proprietors, Directors and Managers, Other Services",0.113,"Working Proprietors, Directors and Managers, Other Services",0.189655172413793,8.45061044059271
"29",40,39,4703,3.78888465715249,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,6,0.0652173913043478,4703,3.78888465715249,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,5151,5.26653265992708,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.81,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.0952583457367638,1.47764800277459
"16",25,26,74,3.87992050132836,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,7,0.0760869565217391,74,3.87992050132836,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,177,31.7673389539103,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.097,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",1.39189189189189,27.887418452582
"13",22,23,181,4.27611286946921,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,8,0.0869565217391304,181,4.27611286946921,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,253,34.0849062086549,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.138,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.397790055248619,29.8087933391857
"62",79,72,1563,4.86196606096732,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,9,0.0978260869565217,1563,4.86196606096732,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,1260,46.376495613302,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.687,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-0.193857965451056,41.5145295523347
"63",80,73,385,6.05885841676359,"ShoeMakers and Leather Goods Makers",0.185,10,0.108695652173913,385,6.05885841676359,"ShoeMakers and Leather Goods Makers",0.185,182,51.3744373162278,"ShoeMakers and Leather Goods Makers",0.099,"ShoeMakers and Leather Goods Makers",-0.527272727272727,45.3155788994642
"52",67,62,31,6.58840551750748,"Hunters and Related Workers",0.015,11,0.119565217391304,31,6.58840551750748,"Hunters and Related Workers",0.015,19,24.5066298389439,"Hunters and Related Workers",0.01,"Hunters and Related Workers",-0.387096774193548,17.9182243214365
"53",68,63,886,7.00889554389177,"Fishermen and Related Workers",0.426,12,0.130434782608696,886,7.00889554389177,"Fishermen and Related Workers",0.426,873,72.0521483693377,"Fishermen and Related Workers",0.476,"Fishermen and Related Workers",-0.0146726862302483,65.043252825446
"50",65,60,1883,7.26529252312018,"Other Farm Workers",0.904,13,0.141304347826087,1883,7.26529252312018,"Other Farm Workers",0.904,998,79.145281880328,"Other Farm Workers",0.544,"Other Farm Workers",-0.469994689325544,71.8799893572078
"33",44,43,146,7.94274297525735,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.07,14,0.152173913043478,146,7.94274297525735,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.07,184,46.7613307619381,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.1,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.26027397260274,38.8185877866808
"74",91,84,39,8.28576855988869,"Paper and Paper Board Product Makers",0.019,15,0.16304347826087,39,8.28576855988869,"Paper and Paper Board Product Makers",0.019,28,66.1825119420883,"Paper and Paper Board Product Makers",0.015,"Paper and Paper Board Product Makers",-0.282051282051282,57.8967433821996
"72",89,82,900,8.52182889458886,"Glass Formers, Potters and Related Workers",0.432,16,0.173913043478261,900,8.52182889458886,"Glass Formers, Potters and Related Workers",0.432,498,96.3829509202004,"Glass Formers, Potters and Related Workers",0.272,"Glass Formers, Potters and Related Workers",-0.446666666666667,87.8611220256116
"32",43,42,1895,8.89412880218421,"Salesmen, Shop Assistants and Related Workers",0.91,17,0.184782608695652,1895,8.89412880218421,"Salesmen, Shop Assistants and Related Workers",0.91,1455,70.6896734191947,"Salesmen, Shop Assistants and Related Workers",0.794,"Salesmen, Shop Assistants and Related Workers",-0.232189973614776,61.7955446170105
"77",94,87,1125,9.81902007821865,"Production and Related Workers",0.54,18,0.195652173913043,1125,9.81902007821865,"Production and Related Workers",0.54,800,43.125706156073,"Production and Related Workers",0.436,"Production and Related Workers",-0.288888888888889,33.3066860778543
"36",50,46,438,10.0068177342698,"Hotel and Restaurant Keepers",0.21,19,0.206521739130435,438,10.0068177342698,"Hotel and Restaurant Keepers",0.21,282,12.4811965000666,"Hotel and Restaurant Keepers",0.154,"Hotel and Restaurant Keepers",-0.356164383561644,2.47437876579683
"30",41,40,146,11.9058066869502,"Manufacturers' Agents",0.07,20,0.217391304347826,146,11.9058066869502,"Manufacturers' Agents",0.07,205,71.0725862541233,"Manufacturers' Agents",0.112,"Manufacturers' Agents",0.404109589041096,59.1667795671731
"10",19,20,378,12.1025118044209,"Professional Workers",0.182,21,0.228260869565217,378,12.1025118044209,"Professional Workers",0.182,254,67.5103312757072,"Professional Workers",0.139,"Professional Workers",-0.328042328042328,55.4078194712864
"58",75,68,2591,13.0564714059186,"Spinners, Weavers, Knitting, Dyers and Related Workers",1.245,22,0.239130434782609,2591,13.0564714059186,"Spinners, Weavers, Knitting, Dyers and Related Workers",1.245,1944,88.3509931233261,"Spinners, Weavers, Knitting, Dyers and Related Workers",1.061,"Spinners, Weavers, Knitting, Dyers and Related Workers",-0.249710536472404,75.2945217174075
"64",81,74,1410,13.1866184702513,"Carpenters, Cabinet and Related Wood Workers",0.677,23,0.25,1410,13.1866184702513,"Carpenters, Cabinet and Related Wood Workers",0.677,986,111.024941705124,"Carpenters, Cabinet and Related Wood Workers",0.538,"Carpenters, Cabinet and Related Wood Workers",-0.300709219858156,97.8383232348729
"59",76,69,21,13.7711387590142,"Tanners, Fellmongers and Pelt Dressers",0.01,24,0.260869565217391,21,13.7711387590142,"Tanners, Fellmongers and Pelt Dressers",0.01,25,101.638808735583,"Tanners, Fellmongers and Pelt Dressers",0.014,"Tanners, Fellmongers and Pelt Dressers",0.19047619047619,87.8676699765684
"35",49,45,93,13.8704307662474,"Sales Workers",0.045,25,0.271739130434783,93,13.8704307662474,"Sales Workers",0.045,60,116.348304683038,"Sales Workers",0.033,"Sales Workers",-0.354838709677419,102.477873916791
