"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,90500,0.112499903803219,"Cultivators",43.471,1,0.0108695652173913,98897,0.0931142793049732,"Cultivators",45.052,65774,0.223090181301949,"Cultivators",35.882,"Cultivators",-33.4924214081317,139.587507917311
"47",62,57,11418,0.145131622986107,"Farmers, Other than Cultivators",5.485,2,0.0217391304347826,11277,0.0238731516048651,"Farmers, Other than Cultivators",5.137,9699,0.216250256736269,"Farmers, Other than Cultivators",5.291,"Farmers, Other than Cultivators",-13.9930832668263,805.83036674638
"41",55,51,910,0.25670474830514,"Launderers, DryCleaners and Pressers",0.437,3,0.0326086956521739,713,0.128285709325275,"Launderers, DryCleaners and Pressers",0.325,430,0.875149905310933,"Launderers, DryCleaners and Pressers",0.235,"Launderers, DryCleaners and Pressers",-39.6914446002805,582.188148558266
"42",56,52,738,0.290411737988467,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,4,0.0434782608695652,600,0.191647768732317,"Hair Dressers, Barbers, Beauticians and Related Workers",0.273,432,1.11559886840306,"Hair Dressers, Barbers, Beauticians and Related Workers",0.236,"Hair Dressers, Barbers, Beauticians and Related Workers",-28,482.108978248147
"17",26,27,174,0.395177708427912,"Working Proprietors, Directors and Managers, Other Services",0.084,5,0.0543478260869565,191,0.225711994722293,"Working Proprietors, Directors and Managers, Other Services",0.087,207,0.57343072664112,"Working Proprietors, Directors and Managers, Other Services",0.113,"Working Proprietors, Directors and Managers, Other Services",8.37696335078534,154.054166393171
"29",40,39,4703,0.423538714238494,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,6,0.0652173913043478,6583,0.047696655234226,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.999,5151,0.251964470084105,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.81,"Merchants and Shopkeepers, Wholesale and Retail Trade",-21.7530001519064,428.264442960984
"16",25,26,74,0.433715113860234,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,7,0.0760869565217391,182,0.505294947013637,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.083,177,1.51983121388541,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.097,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",-2.74725274725275,200.781003821199
"13",22,23,181,0.478003293991743,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,8,0.0869565217391304,393,0.149167715490724,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.179,253,1.63070959306442,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.138,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",-35.6234096692112,993.205448444252
"62",79,72,1563,0.54349262130373,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,9,0.0978260869565217,1719,0.157492882002265,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.783,1260,2.218770849078,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.687,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-26.7015706806283,1308.80706535429
"63",80,73,385,0.677286678216726,"ShoeMakers and Leather Goods Makers",0.185,10,0.108695652173913,273,0.534291958903697,"ShoeMakers and Leather Goods Makers",0.124,182,2.45788523685556,"ShoeMakers and Leather Goods Makers",0.099,"ShoeMakers and Leather Goods Makers",-33.3333333333333,360.026619509461
"52",67,62,31,0.736481855286684,"Hunters and Related Workers",0.015,11,0.119565217391304,20,0,"Hunters and Related Workers",0.009,19,1.17246021237098,"Hunters and Related Workers",0.01,"Hunters and Related Workers",-5,Inf
"53",68,63,886,0.783486137876473,"Fishermen and Related Workers",0.426,12,0.130434782608696,965,0.197414819316932,"Fishermen and Related Workers",0.44,873,3.44716012499822,"Fishermen and Related Workers",0.476,"Fishermen and Related Workers",-9.53367875647668,1646.15063698137
"50",65,60,1883,0.812147355290953,"Other Farm Workers",0.904,13,0.141304347826087,1029,0.590429025564047,"Other Farm Workers",0.469,998,3.78651387854681,"Other Farm Workers",0.544,"Other Farm Workers",-3.01263362487852,541.31567294299
"33",44,43,146,0.887875839903652,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.07,14,0.152173913043478,123,0.14301096485449,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.056,184,2.23718235253903,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.1,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",49.5934959349593,1464.34323397182
"74",91,84,39,0.926220795797572,"Paper and Paper Board Product Makers",0.019,15,0.16304347826087,40,1.48828675941417,"Paper and Paper Board Product Makers",0.018,28,3.16634161926076,"Paper and Paper Board Product Makers",0.015,"Paper and Paper Board Product Makers",-30,112.750775294615
"72",89,82,900,0.952608690834936,"Glass Formers, Potters and Related Workers",0.432,16,0.173913043478261,765,8.93243590533891,"Glass Formers, Potters and Related Workers",0.348,498,4.61120830760913,"Glass Formers, Potters and Related Workers",0.272,"Glass Formers, Potters and Related Workers",-34.9019607843137,-48.3768105757914
"32",43,42,1895,0.994226063344912,"Salesmen, Shop Assistants and Related Workers",0.91,17,0.184782608695652,1918,0.326590113075187,"Salesmen, Shop Assistants and Related Workers",0.874,1455,3.38197581855164,"Salesmen, Shop Assistants and Related Workers",0.794,"Salesmen, Shop Assistants and Related Workers",-24.1397288842544,935.541396739417
