"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.851507346409701,"Cultivators",4.467,1,0.0108695652173913,80,165.058184054151,"Cultivators",0.164,204,47.4759905491099,"Cultivators",0.54,"Cultivators",1.55,-117.582193505041
"29",40,39,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,147,465.113157142862,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.301,133,511.205597201252,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.352,"Merchants and Shopkeepers, Wholesale and Retail Trade",-0.0952380952380952,46.0924400583905
"47",62,57,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,54,450.542594889045,"Farmers, Other than Cultivators",0.11,38,232.235709212387,"Farmers, Other than Cultivators",0.101,"Farmers, Other than Cultivators",-0.296296296296296,-218.306885676658
"42",56,52,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,72,303.088548567405,"Hair Dressers, Barbers, Beauticians and Related Workers",0.147,67,342.317546213632,"Hair Dressers, Barbers, Beauticians and Related Workers",0.177,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.0694444444444444,39.2289976462272
"36",50,46,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,85,785.575729989871,"Hotel and Restaurant Keepers",0.174,42,597.650783972416,"Hotel and Restaurant Keepers",0.111,"Hotel and Restaurant Keepers",-0.505882352941176,-187.924946017455
"41",55,51,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,61,292.220460317447,"Launderers, DryCleaners and Pressers",0.125,44,477.260579137836,"Launderers, DryCleaners and Pressers",0.117,"Launderers, DryCleaners and Pressers",-0.278688524590164,185.04011882039
"34",45,44,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,10,263.436813242129,"Money Lenders and Pawn Brokers",0.02,8,403.857967592291,"Money Lenders and Pawn Brokers",0.021,"Money Lenders and Pawn Brokers",-0.2,140.421154350162
"53",68,63,430,14.860366510834,"Fishermen and Related Workers",0.44,8,0.0869565217391304,171,399.125470100123,"Fishermen and Related Workers",0.35,111,526.73523389694,"Fishermen and Related Workers",0.294,"Fishermen and Related Workers",-0.350877192982456,127.609763796817
"52",67,62,15,17.2888576779026,"Hunters and Related Workers",0.015,9,0.0978260869565217,6,382.692140715525,"Hunters and Related Workers",0.012,4,2866.69656203288,"Hunters and Related Workers",0.011,"Hunters and Related Workers",-0.333333333333333,2484.00442131736
"63",80,73,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,239,345.877544547214,"ShoeMakers and Leather Goods Makers",0.489,140,485.645261698919,"ShoeMakers and Leather Goods Makers",0.371,"ShoeMakers and Leather Goods Makers",-0.414225941422594,139.767717151705
