"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,90500,0.112499903803219,"Cultivators",43.471,1,0.0108695652173913,65774,0.223090181301949,"Cultivators",35.882,1687,3.20551021390723,"Cultivators",3.307,"Cultivators",-97.4351567488673,1336.86745655947
"47",62,57,11418,0.145131622986107,"Farmers, Other than Cultivators",5.485,2,0.0217391304347826,9699,0.216250256736269,"Farmers, Other than Cultivators",5.291,287,3.70880592497291,"Farmers, Other than Cultivators",0.563,"Farmers, Other than Cultivators",-97.040932054851,1615.0527268488
"41",55,51,910,0.25670474830514,"Launderers, DryCleaners and Pressers",0.437,3,0.0326086956521739,430,0.875149905310933,"Launderers, DryCleaners and Pressers",0.235,37,5.46820641966812,"Launderers, DryCleaners and Pressers",0.073,"Launderers, DryCleaners and Pressers",-91.3953488372093,524.830830293619
"42",56,52,738,0.290411737988467,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,4,0.0434782608695652,432,1.11559886840306,"Hair Dressers, Barbers, Beauticians and Related Workers",0.236,53,5.85517416380311,"Hair Dressers, Barbers, Beauticians and Related Workers",0.104,"Hair Dressers, Barbers, Beauticians and Related Workers",-87.7314814814815,424.845832103127
"17",26,27,174,0.395177708427912,"Working Proprietors, Directors and Managers, Other Services",0.084,5,0.0543478260869565,207,0.57343072664112,"Working Proprietors, Directors and Managers, Other Services",0.113,22,14.8384293132137,"Working Proprietors, Directors and Managers, Other Services",0.043,"Working Proprietors, Directors and Managers, Other Services",-89.3719806763285,2487.65856516444
"29",40,39,4703,0.423538714238494,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,6,0.0652173913043478,5151,0.251964470084105,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.81,106,4.89980384186229,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.208,"Merchants and Shopkeepers, Wholesale and Retail Trade",-97.9421471558921,1844.64078218122
"16",25,26,74,0.433715113860234,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,7,0.0760869565217391,177,1.51983121388541,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.097,18,35.8738999882944,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.035,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",-89.8305084745763,2260.38710486697
"13",22,23,181,0.478003293991743,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,8,0.0869565217391304,253,1.63070959306442,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.138,24,15.0128654832302,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.047,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",-90.5138339920949,820.633909745886
"62",79,72,1563,0.54349262130373,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,9,0.0978260869565217,1260,2.218770849078,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.687,273,6.61122020535026,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.535,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-78.3333333333333,197.967688195359
"63",80,73,385,0.677286678216726,"ShoeMakers and Leather Goods Makers",0.185,10,0.108695652173913,182,2.45788523685556,"ShoeMakers and Leather Goods Makers",0.099,37,12.8696428124496,"ShoeMakers and Leather Goods Makers",0.073,"ShoeMakers and Leather Goods Makers",-79.6703296703297,423.60633521336
