"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.851507346409701,"Cultivators",4.467,1,0.0108695652173913,3858,1.79548362411331,"Cultivators",3.694,4065,5.47427030939321,"Cultivators",3.706,"Cultivators",0.0536547433903577,3.6787866852799
"29",40,39,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,11642,3.00326632472989,"Merchants and Shopkeepers, Wholesale and Retail Trade",11.148,8463,22.9263593705493,"Merchants and Shopkeepers, Wholesale and Retail Trade",7.716,"Merchants and Shopkeepers, Wholesale and Retail Trade",-0.273063047586325,19.9230930458194
"47",62,57,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1337,4.11854194681204,"Farmers, Other than Cultivators",1.28,1337,12.4830979540087,"Farmers, Other than Cultivators",1.219,"Farmers, Other than Cultivators",0,8.36455600719662
"42",56,52,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,466,10.8753311066148,"Hair Dressers, Barbers, Beauticians and Related Workers",0.446,411,71.1413667170523,"Hair Dressers, Barbers, Beauticians and Related Workers",0.375,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.118025751072961,60.2660356104375
"36",50,46,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,773,9.31975593776361,"Hotel and Restaurant Keepers",0.74,569,44.2965199244275,"Hotel and Restaurant Keepers",0.519,"Hotel and Restaurant Keepers",-0.263906856403622,34.9767639866639
"41",55,51,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,686,8.71492845125459,"Launderers, DryCleaners and Pressers",0.657,585,57.0669193661207,"Launderers, DryCleaners and Pressers",0.533,"Launderers, DryCleaners and Pressers",-0.147230320699708,48.3519909148661
"34",45,44,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,129,16.0094332025723,"Money Lenders and Pawn Brokers",0.124,61,37.0524529262862,"Money Lenders and Pawn Brokers",0.056,"Money Lenders and Pawn Brokers",-0.527131782945736,21.0430197237139
"53",68,63,430,14.860366510834,"Fishermen and Related Workers",0.44,8,0.0869565217391304,432,26.7259269336104,"Fishermen and Related Workers",0.414,441,98.5145245881756,"Fishermen and Related Workers",0.402,"Fishermen and Related Workers",0.0208333333333333,71.7885976545652
"52",67,62,15,17.2888576779026,"Hunters and Related Workers",0.015,9,0.0978260869565217,10,66.4713418975391,"Hunters and Related Workers",0.01,5,327.384106477649,"Hunters and Related Workers",0.005,"Hunters and Related Workers",-0.5,260.91276458011
"63",80,73,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,534,35.8691199692252,"ShoeMakers and Leather Goods Makers",0.511,414,134.888549862171,"ShoeMakers and Leather Goods Makers",0.377,"ShoeMakers and Leather Goods Makers",-0.224719101123595,99.0194298929456
"9",18,19,149,18.2314643379246,"Composers and Performing Artists",0.152,11,0.119565217391304,90,23.1988406513337,"Composers and Performing Artists",0.086,120,127.488753818471,"Composers and Performing Artists",0.109,"Composers and Performing Artists",0.333333333333333,104.289913167137
"33",44,43,680,18.3907010572794,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,12,0.130434782608696,720,27.2538703611287,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.689,668,95.9755434849753,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.609,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",-0.0722222222222222,68.7216731238466
"62",79,72,2804,18.7018072275457,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,13,0.141304347826087,3055,29.7852392465069,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.925,2592,108.874863741301,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.363,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-0.151554828150573,79.0896244947938
"61",78,71,1376,19.9530990051633,"Tobacco Preparers and Tobacco Product Makers",1.407,14,0.152173913043478,1251,20.4294317451059,"Tobacco Preparers and Tobacco Product Makers",1.198,1382,57.0615457127848,"Tobacco Preparers and Tobacco Product Makers",1.26,"Tobacco Preparers and Tobacco Product Makers",0.104716227018385,36.6321139676789
"39",53,49,1738,22.0322104545092,"Maids and Related House Keeping Services Workers",1.777,15,0.16304347826087,1656,53.4269813631038,"Maids and Related House Keeping Services Workers",1.586,2633,97.9428240738617,"Maids and Related House Keeping Services Workers",2.401,"Maids and Related House Keeping Services Workers",0.589975845410628,44.5158427107579
