"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.0951853538170354,"Cultivators",4.467,1,0.0108695652173913,4065,0.261903173619074,"Cultivators",3.706,80,4.69493800430841,"Cultivators",0.164,"Cultivators",-98.0319803198032,1692.62356367509
"29",40,39,9541,0.237201803117794,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,8463,1.09685600807386,"Merchants and Shopkeepers, Wholesale and Retail Trade",7.716,147,13.2297435009796,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.301,"Merchants and Shopkeepers, Wholesale and Retail Trade",-98.2630272952854,1106.15134562756
"47",62,57,1369,0.280126351199405,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1337,0.597223517651803,"Farmers, Other than Cultivators",1.219,54,12.8152963963928,"Farmers, Other than Cultivators",0.11,"Farmers, Other than Cultivators",-95.9611069558714,2045.81241656068
"42",56,52,566,0.644399756833033,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,411,3.40358598785737,"Hair Dressers, Barbers, Beauticians and Related Workers",0.375,72,8.62109294061387,"Hair Dressers, Barbers, Beauticians and Related Workers",0.147,"Hair Dressers, Barbers, Beauticians and Related Workers",-82.4817518248175,153.29440688058
"36",50,46,765,0.765303895385603,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,569,2.11925946159098,"Hotel and Restaurant Keepers",0.519,85,22.3450256109795,"Hotel and Restaurant Keepers",0.174,"Hotel and Restaurant Keepers",-85.0615114235501,954.378947738875
"41",55,51,753,0.946543358931737,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,585,2.7302282214682,"Launderers, DryCleaners and Pressers",0.533,61,8.31195952289634,"Launderers, DryCleaners and Pressers",0.125,"Launderers, DryCleaners and Pressers",-89.5726495726496,204.441931174036
"34",45,44,77,1.60046271181044,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,61,1.77268466175565,"Money Lenders and Pawn Brokers",0.056,10,7.49323345165728,"Money Lenders and Pawn Brokers",0.02,"Money Lenders and Pawn Brokers",-83.6065573770492,322.705380901533
"53",68,63,430,1.6611591786596,"Fishermen and Related Workers",0.44,8,0.0869565217391304,441,4.71318827514702,"Fishermen and Related Workers",0.402,171,11.3527805288695,"Fishermen and Related Workers",0.35,"Fishermen and Related Workers",-61.2244897959184,140.872629441382
"52",67,62,15,1.93262693751526,"Hunters and Related Workers",0.015,9,0.0978260869565217,5,15.6628978170509,"Hunters and Related Workers",0.005,6,10.8853486162553,"Hunters and Related Workers",0.012,"Hunters and Related Workers",20,-30.5023326883655
"63",80,73,506,1.99767490304811,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,414,6.45341521282919,"ShoeMakers and Leather Goods Makers",0.377,239,9.83818910911344,"ShoeMakers and Leather Goods Makers",0.489,"ShoeMakers and Leather Goods Makers",-42.2705314009662,52.4493432493764
"9",18,19,149,2.03799578585555,"Composers and Performing Artists",0.152,11,0.119565217391304,120,6.09938993485681,"Composers and Performing Artists",0.109,26,26.5768702644858,"Composers and Performing Artists",0.053,"Composers and Performing Artists",-78.3333333333333,335.729975429251
"33",44,43,680,2.05579598867983,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,12,0.130434782608696,668,4.59171688789272,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.609,97,22.3503195958859,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.198,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",-85.4790419161677,386.752997660167
"62",79,72,2804,2.09057284764214,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,13,0.141304347826087,2592,5.20885355117797,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.363,817,10.0978177921199,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",1.671,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-68.4799382716049,93.8587386438669
"61",78,71,1376,2.23044791869475,"Tobacco Preparers and Tobacco Product Makers",1.407,14,0.152173913043478,1382,2.72997113206943,"Tobacco Preparers and Tobacco Product Makers",1.26,183,6.84396272780078,"Tobacco Preparers and Tobacco Product Makers",0.374,"Tobacco Preparers and Tobacco Product Makers",-86.7583212735166,150.697256370355
"39",53,49,1738,2.46286042783571,"Maids and Related House Keeping Services Workers",1.777,15,0.16304347826087,2633,4.68583665189934,"Maids and Related House Keeping Services Workers",2.401,1265,6.16986262979833,"Maids and Related House Keeping Services Workers",2.588,"Maids and Related House Keeping Services Workers",-51.9559437903532,31.6704590480648
"74",91,84,222,2.46588237321079,"Paper and Paper Board Product Makers",0.227,16,0.173913043478261,161,7.69727277837388,"Paper and Paper Board Product Makers",0.147,54,20.2126400459619,"Paper and Paper Board Product Makers",0.11,"Paper and Paper Board Product Makers",-66.4596273291926,162.594825829104
"32",43,42,4405,2.48742307890242,"Salesmen, Shop Assistants and Related Workers",4.503,17,0.184782608695652,4818,6.75810740027938,"Salesmen, Shop Assistants and Related Workers",4.393,2464,10.2750033255576,"Salesmen, Shop Assistants and Related Workers",5.041,"Salesmen, Shop Assistants and Related Workers",-48.8584474885845,52.0396572142789
"48",63,58,3357,2.57168703354723,"Agricultural Labourers",3.432,18,0.195652173913043,4011,5.11868182652941,"Agricultural Labourers",3.657,1564,8.62445078503504,"Agricultural Labourers",3.199,"Agricultural Labourers",-61.0072301171778,68.4896830339351
"72",89,82,382,2.61637521322877,"Glass Formers, Potters and Related Workers",0.39,19,0.206521739130435,308,9.34025641664143,"Glass Formers, Potters and Related Workers",0.281,131,12.9505908487258,"Glass Formers, Potters and Related Workers",0.268,"Glass Formers, Potters and Related Workers",-57.4675324675325,38.6534830633975
"77",94,87,645,2.71196562109259,"Production and Related Workers",0.659,20,0.217391304347826,667,7.08842905939313,"Production and Related Workers",0.608,490,13.5237376537574,"Production and Related Workers",1.002,"Production and Related Workers",-26.5367316341829,90.7861042333009
"15",24,25,1841,2.71476157387112,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.882,21,0.228260869565217,2040,12.407910956432,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.86,284,48.3701051086738,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",0.581,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",-86.078431372549,289.832787151005
"60",77,70,1457,2.73463952582001,"Food and Beverage Processors",1.489,22,0.239130434782609,1166,6.75277583092023,"Food and Beverage Processors",1.063,546,11.4218717307202,"Food and Beverage Processors",1.117,"Food and Beverage Processors",-53.1732418524871,69.1433569943287
"13",22,23,768,2.74128244370255,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.785,23,0.25,845,7.59312872451649,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.77,80,25.2301541254852,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.164,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",-90.5325443786982,232.27612807383
