"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,90500,1.00639952174744,"Cultivators",43.471,1,0.0108695652173913,65774,4.66300556401302,"Cultivators",35.882,1932,113.793523685279,"Cultivators",3.732,"Cultivators",-0.970626691397817,109.130518121266
"47",62,57,11418,1.29831574095505,"Farmers, Other than Cultivators",5.485,2,0.0217391304347826,9699,4.52003823967332,"Farmers, Other than Cultivators",5.291,224,127.133973415673,"Farmers, Other than Cultivators",0.433,"Farmers, Other than Cultivators",-0.976904835550057,122.613935176
"41",55,51,910,2.29642450518432,"Launderers, DryCleaners and Pressers",0.437,3,0.0326086956521739,430,18.2922836585399,"Launderers, DryCleaners and Pressers",0.235,39,164.281612335945,"Launderers, DryCleaners and Pressers",0.075,"Launderers, DryCleaners and Pressers",-0.909302325581395,145.989328677405
"42",56,52,738,2.59795985899389,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,4,0.0434782608695652,432,23.3181205027092,"Hair Dressers, Barbers, Beauticians and Related Workers",0.236,28,231.520043525236,"Hair Dressers, Barbers, Beauticians and Related Workers",0.054,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.935185185185185,208.201923022527
"17",26,27,174,3.53517330523906,"Working Proprietors, Directors and Managers, Other Services",0.084,5,0.0543478260869565,207,11.9857837458318,"Working Proprietors, Directors and Managers, Other Services",0.113,12,601.252854672682,"Working Proprietors, Directors and Managers, Other Services",0.023,"Working Proprietors, Directors and Managers, Other Services",-0.942028985507246,589.26707092685
"29",40,39,4703,3.78888465715249,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,6,0.0652173913043478,5151,5.26653265992708,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.81,88,222.651599080641,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.17,"Merchants and Shopkeepers, Wholesale and Retail Trade",-0.982915938652689,217.385066420714
"16",25,26,74,3.87992050132836,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,7,0.0760869565217391,177,31.7673389539103,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.097,11,911.325381360189,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.021,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",-0.937853107344633,879.558042406279
"13",22,23,181,4.27611286946921,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,8,0.0869565217391304,253,34.0849062086549,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.138,15,220.963740099739,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.029,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",-0.940711462450593,186.878833891084
"62",79,72,1563,4.86196606096732,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,9,0.0978260869565217,1260,46.376495613302,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.687,223,289.617870557282,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.431,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-0.823015873015873,243.24137494398
"63",80,73,385,6.05885841676359,"ShoeMakers and Leather Goods Makers",0.185,10,0.108695652173913,182,51.3744373162278,"ShoeMakers and Leather Goods Makers",0.099,30,518.023505087189,"ShoeMakers and Leather Goods Makers",0.058,"ShoeMakers and Leather Goods Makers",-0.835164835164835,466.649067770961
