"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.851507346409701,"Cultivators",4.467,1,0.0108695652173913,4065,5.47427030939321,"Cultivators",3.706,204,47.4759905491099,"Cultivators",0.54,"Cultivators",-0.949815498154982,42.0017202397167
"29",40,39,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,8463,22.9263593705493,"Merchants and Shopkeepers, Wholesale and Retail Trade",7.716,133,511.205597201252,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.352,"Merchants and Shopkeepers, Wholesale and Retail Trade",-0.984284532671629,488.279237830703
"47",62,57,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1337,12.4830979540087,"Farmers, Other than Cultivators",1.219,38,232.235709212387,"Farmers, Other than Cultivators",0.101,"Farmers, Other than Cultivators",-0.971578160059835,219.752611258378
"42",56,52,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,411,71.1413667170523,"Hair Dressers, Barbers, Beauticians and Related Workers",0.375,67,342.317546213632,"Hair Dressers, Barbers, Beauticians and Related Workers",0.177,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.83698296836983,271.17617949658
"36",50,46,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,569,44.2965199244275,"Hotel and Restaurant Keepers",0.519,42,597.650783972416,"Hotel and Restaurant Keepers",0.111,"Hotel and Restaurant Keepers",-0.926186291739895,553.354264047989
"41",55,51,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,585,57.0669193661207,"Launderers, DryCleaners and Pressers",0.533,44,477.260579137836,"Launderers, DryCleaners and Pressers",0.117,"Launderers, DryCleaners and Pressers",-0.924786324786325,420.193659771716
"34",45,44,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,61,37.0524529262862,"Money Lenders and Pawn Brokers",0.056,8,403.857967592291,"Money Lenders and Pawn Brokers",0.021,"Money Lenders and Pawn Brokers",-0.868852459016393,366.805514666005
"53",68,63,430,14.860366510834,"Fishermen and Related Workers",0.44,8,0.0869565217391304,441,98.5145245881756,"Fishermen and Related Workers",0.402,111,526.73523389694,"Fishermen and Related Workers",0.294,"Fishermen and Related Workers",-0.748299319727891,428.220709308764
"52",67,62,15,17.2888576779026,"Hunters and Related Workers",0.015,9,0.0978260869565217,5,327.384106477649,"Hunters and Related Workers",0.005,4,2866.69656203288,"Hunters and Related Workers",0.011,"Hunters and Related Workers",-0.2,2539.31245555524
"63",80,73,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,414,134.888549862171,"ShoeMakers and Leather Goods Makers",0.377,140,485.645261698919,"ShoeMakers and Leather Goods Makers",0.371,"ShoeMakers and Leather Goods Makers",-0.661835748792271,350.756711836748
"9",18,19,149,18.2314643379246,"Composers and Performing Artists",0.152,11,0.119565217391304,120,127.488753818471,"Composers and Performing Artists",0.109,24,872.08745848136,"Composers and Performing Artists",0.064,"Composers and Performing Artists",-0.8,744.598704662889
"33",44,43,680,18.3907010572794,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,12,0.130434782608696,668,95.9755434849753,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.609,59,1007.75880959679,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.156,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",-0.911676646706587,911.783266111815
"62",79,72,2804,18.7018072275457,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,13,0.141304347826087,2592,108.874863741301,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.363,752,530.519055929369,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",1.992,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-0.709876543209877,421.644192188068
"61",78,71,1376,19.9530990051633,"Tobacco Preparers and Tobacco Product Makers",1.407,14,0.152173913043478,1382,57.0615457127848,"Tobacco Preparers and Tobacco Product Makers",1.26,187,198.615664207204,"Tobacco Preparers and Tobacco Product Makers",0.495,"Tobacco Preparers and Tobacco Product Makers",-0.864688856729378,141.554118494419
"39",53,49,1738,22.0322104545092,"Maids and Related House Keeping Services Workers",1.777,15,0.16304347826087,2633,97.9428240738617,"Maids and Related House Keeping Services Workers",2.401,2043,274.638832779949,"Maids and Related House Keeping Services Workers",5.411,"Maids and Related House Keeping Services Workers",-0.224078997341436,176.696008706087
"74",91,84,222,22.0592441165606,"Paper and Paper Board Product Makers",0.227,16,0.173913043478261,161,160.887519046405,"Paper and Paper Board Product Makers",0.147,48,819.536292449721,"Paper and Paper Board Product Makers",0.127,"Paper and Paper Board Product Makers",-0.701863354037267,658.648773403316
"32",43,42,4405,22.2519425560551,"Salesmen, Shop Assistants and Related Workers",4.503,17,0.184782608695652,4818,141.257191265839,"Salesmen, Shop Assistants and Related Workers",4.393,2221,506.690787986888,"Salesmen, Shop Assistants and Related Workers",5.882,"Salesmen, Shop Assistants and Related Workers",-0.539020340390203,365.433596721048
"48",63,58,3357,23.005749455334,"Agricultural Labourers",3.432,18,0.195652173913043,4011,106.990104621473,"Agricultural Labourers",3.657,1352,207.812270332169,"Agricultural Labourers",3.581,"Agricultural Labourers",-0.662926950885066,100.822165710696
"72",89,82,382,23.40552013192,"Glass Formers, Potters and Related Workers",0.39,19,0.206521739130435,308,195.228975950125,"Glass Formers, Potters and Related Workers",0.281,69,484.879130434627,"Glass Formers, Potters and Related Workers",0.183,"Glass Formers, Potters and Related Workers",-0.775974025974026,289.650154484502
"77",94,87,645,24.2606510031967,"Production and Related Workers",0.659,20,0.217391304347826,667,148.16153696753,"Production and Related Workers",0.608,489,614.631477435585,"Production and Related Workers",1.295,"Production and Related Workers",-0.266866566716642,466.469940468055
"15",24,25,1841,24.2856629849319,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.882,21,0.228260869565217,2040,259.348741795634,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.86,147,2632.67379844383,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",0.389,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",-0.927941176470588,2373.3250566482
"60",77,70,1457,24.4634867932942,"Food and Beverage Processors",1.489,22,0.239130434782609,1166,141.145751410255,"Food and Beverage Processors",1.063,312,478.729694986209,"Food and Beverage Processors",0.826,"Food and Beverage Processors",-0.732418524871355,337.583943575955
"13",22,23,768,24.5229128830417,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.785,23,0.25,845,158.710711892626,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.77,47,2084.8415030568,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.124,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",-0.944378698224852,1926.13079116417
"71",88,81,924,24.9617844720852,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.945,24,0.260869565217391,1098,172.271572571767,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",1.001,314,621.491577475823,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.832,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",-0.714025500910747,449.220004904056
"10",19,20,323,26.6057097149342,"Professional Workers",0.33,25,0.271739130434783,345,174.259084061425,"Professional Workers",0.315,145,821.368088789626,"Professional Workers",0.384,"Professional Workers",-0.579710144927536,647.109004728201
"64",81,74,1362,30.3831178984816,"Carpenters, Cabinet and Related Wood Workers",1.392,26,0.282608695652174,1206,176.888697368807,"Carpenters, Cabinet and Related Wood Workers",1.1,417,624.185122218647,"Carpenters, Cabinet and Related Wood Workers",1.104,"Carpenters, Cabinet and Related Wood Workers",-0.654228855721393,447.29642484984
"50",65,60,382,30.5487577520398,"Other Farm Workers",0.39,27,0.293478260869565,402,253.917775906452,"Other Farm Workers",0.367,140,548.804276872978,"Other Farm Workers",0.371,"Other Farm Workers",-0.651741293532338,294.886500966526
"51",66,61,180,30.5798701164186,"Forestry Workers",0.184,28,0.304347826086957,159,354.202780888455,"Forestry Workers",0.145,70,1222.18784340599,"Forestry Workers",0.185,"Forestry Workers",-0.559748427672956,867.98506251753
"17",26,27,511,30.6918465098697,"Working Proprietors, Directors and Managers, Other Services",0.522,29,0.315217391304348,789,137.957870794092,"Working Proprietors, Directors and Managers, Other Services",0.719,91,2540.08022251617,"Working Proprietors, Directors and Managers, Other Services",0.241,"Working Proprietors, Directors and Managers, Other Services",-0.884664131812421,2402.12235172207
"65",82,75,185,30.9367367007951,"Stone Cutters and Carvers",0.189,30,0.326086956521739,158,125.967704485654,"Stone Cutters and Carvers",0.144,82,574.386358092616,"Stone Cutters and Carvers",0.217,"Stone Cutters and Carvers",-0.481012658227848,448.418653606962
"35",49,45,183,31.85754942516,"Sales Workers",0.187,31,0.33695652173913,166,140.078099269676,"Sales Workers",0.151,75,691.844668605435,"Sales Workers",0.199,"Sales Workers",-0.548192771084337,551.766569335759
"78",95,88,2361,33.3527399837074,"Bricklayers and Other Construction Workers",2.413,32,0.347826086956522,3223,208.745618882254,"Bricklayers and Other Construction Workers",2.939,2316,467.731845775974,"Bricklayers and Other Construction Workers",6.134,"Bricklayers and Other Construction Workers",-0.281414830902885,258.98622689372
"8",17,18,170,34.9379842813144,"Sculptors, Painters, Photographers and Related Creative Artists",0.174,33,0.358695652173913,184,210.821220183225,"Sculptors, Painters, Photographers and Related Creative Artists",0.168,44,1175.59584759386,"Sculptors, Painters, Photographers and Related Creative Artists",0.117,"Sculptors, Painters, Photographers and Related Creative Artists",-0.760869565217391,964.774627410631
"16",25,26,282,35.4270147119643,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.288,34,0.369565217391304,395,360.125354507352,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.36,44,3811.5844077002,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.117,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",-0.888607594936709,3451.45905319285
