"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.851507346409701,"Cultivators",4.467,1,0.0108695652173913,4370,0.851507346409701,"Cultivators",4.467,4065,5.47427030939321,"Cultivators",3.706,"Cultivators",-0.0697940503432494,4.6227629629835
"29",40,39,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,8463,22.9263593705493,"Merchants and Shopkeepers, Wholesale and Retail Trade",7.716,"Merchants and Shopkeepers, Wholesale and Retail Trade",-0.112986060161409,20.804403945299
"47",62,57,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,1337,12.4830979540087,"Farmers, Other than Cultivators",1.219,"Farmers, Other than Cultivators",-0.0233747260774288,9.97714891454048
"42",56,52,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,411,71.1413667170523,"Hair Dressers, Barbers, Beauticians and Related Workers",0.375,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.273851590106007,65.3767075025404
"36",50,46,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,569,44.2965199244275,"Hotel and Restaurant Keepers",0.519,"Hotel and Restaurant Keepers",-0.256209150326797,37.4502787431485
"41",55,51,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,585,57.0669193661207,"Launderers, DryCleaners and Pressers",0.533,"Launderers, DryCleaners and Pressers",-0.223107569721116,48.5993496034978
"34",45,44,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,61,37.0524529262862,"Money Lenders and Pawn Brokers",0.056,"Money Lenders and Pawn Brokers",-0.207792207792208,22.7350637260426
"53",68,63,430,14.860366510834,"Fishermen and Related Workers",0.44,8,0.0869565217391304,430,14.860366510834,"Fishermen and Related Workers",0.44,441,98.5145245881756,"Fishermen and Related Workers",0.402,"Fishermen and Related Workers",0.0255813953488372,83.6541580773415
"52",67,62,15,17.2888576779026,"Hunters and Related Workers",0.015,9,0.0978260869565217,15,17.2888576779026,"Hunters and Related Workers",0.015,5,327.384106477649,"Hunters and Related Workers",0.005,"Hunters and Related Workers",-0.666666666666667,310.095248799746
"63",80,73,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,414,134.888549862171,"ShoeMakers and Leather Goods Makers",0.377,"ShoeMakers and Leather Goods Makers",-0.181818181818182,117.017787318666
"9",18,19,149,18.2314643379246,"Composers and Performing Artists",0.152,11,0.119565217391304,149,18.2314643379246,"Composers and Performing Artists",0.152,120,127.488753818471,"Composers and Performing Artists",0.109,"Composers and Performing Artists",-0.194630872483221,109.257289480546
