"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.851507346409701,"Cultivators",4.467,1,0.0108695652173913,4065,5.47427030939321,"Cultivators",3.706,80,165.058184054151,"Cultivators",0.164,"Cultivators",-0.980319803198032,159.583913744758
"29",40,39,9541,2.12195542525032,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,8463,22.9263593705493,"Merchants and Shopkeepers, Wholesale and Retail Trade",7.716,147,465.113157142862,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.301,"Merchants and Shopkeepers, Wholesale and Retail Trade",-0.982630272952854,442.186797772312
"47",62,57,1369,2.50594903946817,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1337,12.4830979540087,"Farmers, Other than Cultivators",1.219,54,450.542594889045,"Farmers, Other than Cultivators",0.11,"Farmers, Other than Cultivators",-0.959611069558714,438.059496935037
"42",56,52,566,5.76465921451194,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,411,71.1413667170523,"Hair Dressers, Barbers, Beauticians and Related Workers",0.375,72,303.088548567405,"Hair Dressers, Barbers, Beauticians and Related Workers",0.147,"Hair Dressers, Barbers, Beauticians and Related Workers",-0.824817518248175,231.947181850353
"36",50,46,765,6.84624118127903,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,569,44.2965199244275,"Hotel and Restaurant Keepers",0.519,85,785.575729989871,"Hotel and Restaurant Keepers",0.174,"Hotel and Restaurant Keepers",-0.850615114235501,741.279210065444
"41",55,51,753,8.46756976262288,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,585,57.0669193661207,"Launderers, DryCleaners and Pressers",0.533,61,292.220460317447,"Launderers, DryCleaners and Pressers",0.125,"Launderers, DryCleaners and Pressers",-0.895726495726496,235.153540951326
"34",45,44,77,14.3173892002435,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,61,37.0524529262862,"Money Lenders and Pawn Brokers",0.056,10,263.436813242129,"Money Lenders and Pawn Brokers",0.02,"Money Lenders and Pawn Brokers",-0.836065573770492,226.384360315843
"53",68,63,430,14.860366510834,"Fishermen and Related Workers",0.44,8,0.0869565217391304,441,98.5145245881756,"Fishermen and Related Workers",0.402,171,399.125470100123,"Fishermen and Related Workers",0.35,"Fishermen and Related Workers",-0.612244897959184,300.610945511948
"52",67,62,15,17.2888576779026,"Hunters and Related Workers",0.015,9,0.0978260869565217,5,327.384106477649,"Hunters and Related Workers",0.005,6,382.692140715525,"Hunters and Related Workers",0.012,"Hunters and Related Workers",0.2,55.308034237876
"63",80,73,506,17.8707625435051,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,414,134.888549862171,"ShoeMakers and Leather Goods Makers",0.377,239,345.877544547214,"ShoeMakers and Leather Goods Makers",0.489,"ShoeMakers and Leather Goods Makers",-0.422705314009662,210.988994685043
