"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.0951853538170354,"Cultivators",4.467,1,0.0108695652173913,4370,0.0951853538170354,"Cultivators",4.467,3858,0.14838586817286,"Cultivators",3.694,"Cultivators",-11.7162471395881,55.8914919390714
"29",40,39,9541,0.237201803117794,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,9541,0.237201803117794,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,11642,0.248201807560032,"Merchants and Shopkeepers, Wholesale and Retail Trade",11.148,"Merchants and Shopkeepers, Wholesale and Retail Trade",22.0207525416623,4.63740338296468
"47",62,57,1369,0.280126351199405,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1369,0.280126351199405,"Farmers, Other than Cultivators",1.399,1337,0.340372596094187,"Farmers, Other than Cultivators",1.28,"Farmers, Other than Cultivators",-2.33747260774288,21.5068109932636
"42",56,52,566,0.644399756833033,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,566,0.644399756833033,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,466,0.898780376634897,"Hair Dressers, Barbers, Beauticians and Related Workers",0.446,"Hair Dressers, Barbers, Beauticians and Related Workers",-17.6678445229682,39.4755921467201
"36",50,46,765,0.765303895385603,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,765,0.765303895385603,"Hotel and Restaurant Keepers",0.782,773,0.770221492088057,"Hotel and Restaurant Keepers",0.74,"Hotel and Restaurant Keepers",1.04575163398693,0.642567839012032
"41",55,51,753,0.946543358931737,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,753,0.946543358931737,"Launderers, DryCleaners and Pressers",0.77,686,0.720236156396248,"Launderers, DryCleaners and Pressers",0.657,"Launderers, DryCleaners and Pressers",-8.89774236387782,-23.9088046416488
"34",45,44,77,1.60046271181044,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,77,1.60046271181044,"Money Lenders and Pawn Brokers",0.079,129,1.32308288018626,"Money Lenders and Pawn Brokers",0.124,"Money Lenders and Pawn Brokers",67.5324675324675,-17.3312273742639
"53",68,63,430,1.6611591786596,"Fishermen and Related Workers",0.44,8,0.0869565217391304,430,1.6611591786596,"Fishermen and Related Workers",0.44,432,2.20873630787175,"Fishermen and Related Workers",0.414,"Fishermen and Related Workers",0.465116279069767,32.9635555849611
"52",67,62,15,1.93262693751526,"Hunters and Related Workers",0.015,9,0.0978260869565217,15,1.93262693751526,"Hunters and Related Workers",0.015,10,5.493454601098,"Hunters and Related Workers",0.01,"Hunters and Related Workers",-33.3333333333333,184.248061250808
"63",80,73,506,1.99767490304811,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,506,1.99767490304811,"ShoeMakers and Leather Goods Makers",0.517,534,2.96436594338667,"ShoeMakers and Leather Goods Makers",0.511,"ShoeMakers and Leather Goods Makers",5.53359683794466,48.3908086778062
"9",18,19,149,2.03799578585555,"Composers and Performing Artists",0.152,11,0.119565217391304,149,2.03799578585555,"Composers and Performing Artists",0.152,90,1.91724394721339,"Composers and Performing Artists",0.086,"Composers and Performing Artists",-39.5973154362416,-5.92502886807843
"33",44,43,680,2.05579598867983,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,12,0.130434782608696,680,2.05579598867983,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,720,2.25236764083762,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.689,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",5.88235294117647,9.56182681745687
"62",79,72,2804,2.09057284764214,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,13,0.141304347826087,2804,2.09057284764213,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,3055,2.46156997756631,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.925,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",8.95149786019971,17.7461947974027
"61",78,71,1376,2.23044791869475,"Tobacco Preparers and Tobacco Product Makers",1.407,14,0.152173913043478,1376,2.23044791869475,"Tobacco Preparers and Tobacco Product Makers",1.407,1251,1.68836904166853,"Tobacco Preparers and Tobacco Product Makers",1.198,"Tobacco Preparers and Tobacco Product Makers",-9.08430232558139,-24.3035881933274
"39",53,49,1738,2.46286042783571,"Maids and Related House Keeping Services Workers",1.777,15,0.16304347826087,1738,2.46286042783571,"Maids and Related House Keeping Services Workers",1.777,1656,4.41541705362782,"Maids and Related House Keeping Services Workers",1.586,"Maids and Related House Keeping Services Workers",-4.7180667433832,79.2800356741273
"74",91,84,222,2.46588237321079,"Paper and Paper Board Product Makers",0.227,16,0.173913043478261,222,2.46588237321079,"Paper and Paper Board Product Makers",0.227,130,2.80399400979931,"Paper and Paper Board Product Makers",0.124,"Paper and Paper Board Product Makers",-41.4414414414414,13.7115882031417
