"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,90500,0.112499903803219,"Cultivators",43.471,1,0.0108695652173913,1932,3.23675885600991,"Cultivators",3.732,1687,3.20551021390723,"Cultivators",3.307,"Cultivators",-12.6811594202899,-0.965430033339044
"47",62,57,11418,0.145131622986107,"Farmers, Other than Cultivators",5.485,2,0.0217391304347826,224,3.61621646844337,"Farmers, Other than Cultivators",0.433,287,3.70880592497291,"Farmers, Other than Cultivators",0.563,"Farmers, Other than Cultivators",28.125,2.56039585399588
"41",55,51,910,0.25670474830514,"Launderers, DryCleaners and Pressers",0.437,3,0.0326086956521739,39,4.6728490900642,"Launderers, DryCleaners and Pressers",0.075,37,5.46820641966812,"Launderers, DryCleaners and Pressers",0.073,"Launderers, DryCleaners and Pressers",-5.12820512820513,17.0208220782279
"42",56,52,738,0.290411737988467,"Hair Dressers, Barbers, Beauticians and Related Workers",0.354,4,0.0434782608695652,28,6.58538840309284,"Hair Dressers, Barbers, Beauticians and Related Workers",0.054,53,5.85517416380311,"Hair Dressers, Barbers, Beauticians and Related Workers",0.104,"Hair Dressers, Barbers, Beauticians and Related Workers",89.2857142857143,-11.0884004798681
"17",26,27,174,0.395177708427912,"Working Proprietors, Directors and Managers, Other Services",0.084,5,0.0543478260869565,12,17.1021200419581,"Working Proprietors, Directors and Managers, Other Services",0.023,22,14.8384293132137,"Working Proprietors, Directors and Managers, Other Services",0.043,"Working Proprietors, Directors and Managers, Other Services",83.3333333333333,-13.236316451941
"29",40,39,4703,0.423538714238494,"Merchants and Shopkeepers, Wholesale and Retail Trade",2.259,6,0.0652173913043478,88,6.33313313262185,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.17,106,4.89980384186229,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.208,"Merchants and Shopkeepers, Wholesale and Retail Trade",20.4545454545455,-22.6322305365176
"16",25,26,74,0.433715113860234,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.036,7,0.0760869565217391,11,25.9218662301235,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.021,18,35.8738999882944,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",0.035,"Working Proprietors, Directors, Managers and Related Executives, Transport, Storage and Communication",63.6363636363636,38.3924277280845
"13",22,23,181,0.478003293991743,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.087,8,0.0869565217391304,15,6.28512343640014,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.029,24,15.0128654832302,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.047,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",60,138.86349464966
"62",79,72,1563,0.54349262130373,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.751,9,0.0978260869565217,223,8.23793109683167,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.431,273,6.61122020535026,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",0.535,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",22.4215246636771,-19.7465950171281
"63",80,73,385,0.677286678216726,"ShoeMakers and Leather Goods Makers",0.185,10,0.108695652173913,30,14.7347328161625,"ShoeMakers and Leather Goods Makers",0.058,37,12.8696428124496,"ShoeMakers and Leather Goods Makers",0.073,"ShoeMakers and Leather Goods Makers",23.3333333333333,-12.6577795945313
"52",67,62,31,0.736481855286684,"Hunters and Related Workers",0.015,11,0.119565217391304,6,14.1471044450047,"Hunters and Related Workers",0.012,6,10.7004185969661,"Hunters and Related Workers",0.012,"Hunters and Related Workers",0,-24.3631893822317
"53",68,63,886,0.783486137876473,"Fishermen and Related Workers",0.426,12,0.130434782608696,133,8.40048900263108,"Fishermen and Related Workers",0.257,129,9.34967526731105,"Fishermen and Related Workers",0.253,"Fishermen and Related Workers",-3.00751879699248,11.2991787071286
"50",65,60,1883,0.812147355290953,"Other Farm Workers",0.904,13,0.141304347826087,259,8.98491507640894,"Other Farm Workers",0.5,312,7.05896308902909,"Other Farm Workers",0.612,"Other Farm Workers",20.4633204633205,-21.435394447263
"33",44,43,146,0.887875839903652,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.07,14,0.152173913043478,32,12.0021119387538,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.062,19,12.1690789685368,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.037,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",-40.625,1.39114708007284
"74",91,84,39,0.926220795797572,"Paper and Paper Board Product Makers",0.019,15,0.16304347826087,24,9.91511214691185,"Paper and Paper Board Product Makers",0.046,26,10.118158176587,"Paper and Paper Board Product Makers",0.051,"Paper and Paper Board Product Makers",8.33333333333333,2.04784400485433
"72",89,82,900,0.952608690834936,"Glass Formers, Potters and Related Workers",0.432,16,0.173913043478261,130,8.52636693828225,"Glass Formers, Potters and Related Workers",0.251,139,8.5472070995211,"Glass Formers, Potters and Related Workers",0.272,"Glass Formers, Potters and Related Workers",6.92307692307692,0.244420177898707
"32",43,42,1895,0.994226063344912,"Salesmen, Shop Assistants and Related Workers",0.91,17,0.184782608695652,556,8.12047132376821,"Salesmen, Shop Assistants and Related Workers",1.074,841,8.95052643595635,"Salesmen, Shop Assistants and Related Workers",1.649,"Salesmen, Shop Assistants and Related Workers",51.2589928057554,10.2217602783549
"77",94,87,1125,1.09761460570197,"Production and Related Workers",0.54,18,0.195652173913043,300,10.8010207344826,"Production and Related Workers",0.58,422,8.66234435174138,"Production and Related Workers",0.827,"Production and Related Workers",40.6666666666667,-19.8006876879091
"36",50,46,438,1.11860747958921,"Hotel and Restaurant Keepers",0.21,19,0.206521739130435,20,9.59647037798188,"Hotel and Restaurant Keepers",0.039,25,7.57375542403479,"Hotel and Restaurant Keepers",0.049,"Hotel and Restaurant Keepers",25,-21.0776970519078
"30",41,40,146,1.33088507897537,"Manufacturers' Agents",0.07,20,0.217391304347826,31,15.7567287962456,"Manufacturers' Agents",0.06,69,18.7912399767315,"Manufacturers' Agents",0.135,"Manufacturers' Agents",122.58064516129,19.2585099339205
