"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.0951853538170354,"Cultivators",4.467,1,0.0108695652173913,80,4.69493800430841,"Cultivators",0.164,204,1.06823769952169,"Cultivators",0.54,"Cultivators",155,-77.2470328992331
"29",40,39,9541,0.237201803117794,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,147,13.2297435009796,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.301,133,11.5024264859097,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.352,"Merchants and Shopkeepers, Wholesale and Retail Trade",-9.52380952380952,-13.05631522593
"47",62,57,1369,0.280126351199405,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,54,12.8152963963928,"Farmers, Other than Cultivators",0.11,38,5.22543999369972,"Farmers, Other than Cultivators",0.101,"Farmers, Other than Cultivators",-29.6296296296296,-59.2249774638802
"42",56,52,566,0.644399756833033,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,72,8.62109294061387,"Hair Dressers, Barbers, Beauticians and Related Workers",0.147,67,7.70234604573232,"Hair Dressers, Barbers, Beauticians and Related Workers",0.177,"Hair Dressers, Barbers, Beauticians and Related Workers",-6.94444444444444,-10.6569654359408
"36",50,46,765,0.765303895385603,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,85,22.3450256109795,"Hotel and Restaurant Keepers",0.174,42,13.447494011265,"Hotel and Restaurant Keepers",0.111,"Hotel and Restaurant Keepers",-50.5882352941176,-39.8188471770762
"41",55,51,753,0.946543358931737,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,61,8.31195952289634,"Launderers, DryCleaners and Pressers",0.125,44,10.7386436224689,"Launderers, DryCleaners and Pressers",0.117,"Launderers, DryCleaners and Pressers",-27.8688524590164,29.1950904343069
"34",45,44,77,1.60046271181044,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,10,7.49323345165728,"Money Lenders and Pawn Brokers",0.02,8,9.08704170770343,"Money Lenders and Pawn Brokers",0.021,"Money Lenders and Pawn Brokers",-20,21.2699666482919
"53",68,63,430,1.6611591786596,"Fishermen and Related Workers",0.44,8,0.0869565217391304,171,11.3527805288695,"Fishermen and Related Workers",0.35,111,11.8518524417736,"Fishermen and Related Workers",0.294,"Fishermen and Related Workers",-35.0877192982456,4.39603242249731
"52",67,62,15,1.93262693751526,"Hunters and Related Workers",0.015,9,0.0978260869565217,6,10.8853486162553,"Hunters and Related Workers",0.012,4,64.5023580389555,"Hunters and Related Workers",0.011,"Hunters and Related Workers",-33.3333333333333,492.561251944041
"63",80,73,506,1.99767490304811,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,239,9.83818910911344,"ShoeMakers and Leather Goods Makers",0.489,140,10.9273039096304,"ShoeMakers and Leather Goods Makers",0.371,"ShoeMakers and Leather Goods Makers",-41.4225941422594,11.0702771459034
