"","Var1","X","Freq","meanwage","Occupation.x","percentshare","rank","percentile","Freq.x","meanwage.x","Occupation.x","percentshare.x","Freq.y","meanwage.y","Occupation.y","percentshare.y","Occupation.y","percentchange","meanwagechange"
"46",61,56,4370,0.0951853538170354,"Cultivators",4.467,1,0.0108695652173913,4370,0.0951853538170354,"Cultivators",4.467,204,1.06823769952169,"Cultivators",0.54,"Cultivators",-95.3318077803204,1022.27108130002
"29",40,39,9541,0.237201803117794,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,2,0.0217391304347826,9541,0.237201803117794,"Merchants and Shopkeepers, Wholesale and Retail Trade",9.753,133,11.5024264859097,"Merchants and Shopkeepers, Wholesale and Retail Trade",0.352,"Merchants and Shopkeepers, Wholesale and Retail Trade",-98.6060161408657,4749.21545060834
"47",62,57,1369,0.280126351199405,"Farmers, Other than Cultivators",1.399,3,0.0326086956521739,1369,0.280126351199405,"Farmers, Other than Cultivators",1.399,38,5.22543999369972,"Farmers, Other than Cultivators",0.101,"Farmers, Other than Cultivators",-97.2242512783053,1765.38680539199
"42",56,52,566,0.644399756833033,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,4,0.0434782608695652,566,0.644399756833033,"Hair Dressers, Barbers, Beauticians and Related Workers",0.579,67,7.70234604573232,"Hair Dressers, Barbers, Beauticians and Related Workers",0.177,"Hair Dressers, Barbers, Beauticians and Related Workers",-88.1625441696113,1095.27451152159
"36",50,46,765,0.765303895385603,"Hotel and Restaurant Keepers",0.782,5,0.0543478260869565,765,0.765303895385603,"Hotel and Restaurant Keepers",0.782,42,13.447494011265,"Hotel and Restaurant Keepers",0.111,"Hotel and Restaurant Keepers",-94.5098039215686,1657.14433081376
"41",55,51,753,0.946543358931737,"Launderers, DryCleaners and Pressers",0.77,6,0.0652173913043478,753,0.946543358931737,"Launderers, DryCleaners and Pressers",0.77,44,10.7386436224689,"Launderers, DryCleaners and Pressers",0.117,"Launderers, DryCleaners and Pressers",-94.1567065073041,1034.51153833972
"34",45,44,77,1.60046271181044,"Money Lenders and Pawn Brokers",0.079,7,0.0760869565217391,77,1.60046271181044,"Money Lenders and Pawn Brokers",0.079,8,9.08704170770343,"Money Lenders and Pawn Brokers",0.021,"Money Lenders and Pawn Brokers",-89.6103896103896,467.775908844774
"53",68,63,430,1.6611591786596,"Fishermen and Related Workers",0.44,8,0.0869565217391304,430,1.6611591786596,"Fishermen and Related Workers",0.44,111,11.8518524417736,"Fishermen and Related Workers",0.294,"Fishermen and Related Workers",-74.1860465116279,613.468799018821
"52",67,62,15,1.93262693751526,"Hunters and Related Workers",0.015,9,0.0978260869565217,15,1.93262693751526,"Hunters and Related Workers",0.015,4,64.5023580389555,"Hunters and Related Workers",0.011,"Hunters and Related Workers",-73.3333333333333,3237.54832797088
"63",80,73,506,1.99767490304811,"ShoeMakers and Leather Goods Makers",0.517,10,0.108695652173913,506,1.99767490304811,"ShoeMakers and Leather Goods Makers",0.517,140,10.9273039096304,"ShoeMakers and Leather Goods Makers",0.371,"ShoeMakers and Leather Goods Makers",-72.3320158102767,447.001110789208
"9",18,19,149,2.03799578585555,"Composers and Performing Artists",0.152,11,0.119565217391304,149,2.03799578585555,"Composers and Performing Artists",0.152,24,19.622480535002,"Composers and Performing Artists",0.064,"Composers and Performing Artists",-83.8926174496644,862.832242892223
"33",44,43,680,2.05579598867983,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,12,0.130434782608696,680,2.05579598867983,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.695,59,22.6751656992353,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",0.156,"Insurance, Real Estates, Securities and Business Service Salesmen and Auctioneers",-91.3235294117647,1002.98715553952
"62",79,72,2804,2.09057284764214,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,13,0.141304347826087,2804,2.09057284764213,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",2.866,752,11.9369906620944,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",1.992,"Tailors, Dress Makers, Sewers, Upholsterers and Related Workers",-73.1811697574893,470.991375668045
"61",78,71,1376,2.23044791869475,"Tobacco Preparers and Tobacco Product Makers",1.407,14,0.152173913043478,1376,2.23044791869475,"Tobacco Preparers and Tobacco Product Makers",1.407,187,4.46896921512793,"Tobacco Preparers and Tobacco Product Makers",0.495,"Tobacco Preparers and Tobacco Product Makers",-86.4098837209302,100.361962172296
"39",53,49,1738,2.46286042783571,"Maids and Related House Keeping Services Workers",1.777,15,0.16304347826087,1738,2.46286042783571,"Maids and Related House Keeping Services Workers",1.777,2043,6.17953520368783,"Maids and Related House Keeping Services Workers",5.411,"Maids and Related House Keeping Services Workers",17.5489067894131,150.908867341631
"74",91,84,222,2.46588237321079,"Paper and Paper Board Product Makers",0.227,16,0.173913043478261,222,2.46588237321079,"Paper and Paper Board Product Makers",0.227,48,18.4400484033174,"Paper and Paper Board Product Makers",0.127,"Paper and Paper Board Product Makers",-78.3783783783784,647.807300285249
"32",43,42,4405,2.48742307890242,"Salesmen, Shop Assistants and Related Workers",4.503,17,0.184782608695652,4405,2.48742307890242,"Salesmen, Shop Assistants and Related Workers",4.503,2221,11.400840624232,"Salesmen, Shop Assistants and Related Workers",5.882,"Salesmen, Shop Assistants and Related Workers",-49.5800227014756,358.33942448032
"48",63,58,3357,2.57168703354723,"Agricultural Labourers",3.432,18,0.195652173913043,3357,2.57168703354722,"Agricultural Labourers",3.432,1352,4.67589825982426,"Agricultural Labourers",3.581,"Agricultural Labourers",-59.725945784927,81.8222123776323
"72",89,82,382,2.61637521322877,"Glass Formers, Potters and Related Workers",0.39,19,0.206521739130435,382,2.61637521322877,"Glass Formers, Potters and Related Workers",0.39,69,10.9100655057586,"Glass Formers, Potters and Related Workers",0.183,"Glass Formers, Potters and Related Workers",-81.9371727748691,316.991624542066
"77",94,87,645,2.71196562109259,"Production and Related Workers",0.659,20,0.217391304347826,645,2.71196562109259,"Production and Related Workers",0.659,489,13.8295695975051,"Production and Related Workers",1.295,"Production and Related Workers",-24.1860465116279,409.94634629378
"15",24,25,1841,2.71476157387112,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.882,21,0.228260869565217,1841,2.71476157387112,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",1.882,147,59.2367082711327,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",0.389,"Working Proprietors, Directors and Managers, Mining Construction, Manufacturing and Related Concerns",-92.0152091254753,2082.02249660784
"60",77,70,1457,2.73463952582001,"Food and Beverage Processors",1.489,22,0.239130434782609,1457,2.73463952582001,"Food and Beverage Processors",1.489,312,10.7716995927824,"Food and Beverage Processors",0.826,"Food and Beverage Processors",-78.5861358956761,293.898336182076
"13",22,23,768,2.74128244370255,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.785,23,0.25,768,2.74128244370255,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.785,47,46.910159542411,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",0.124,"Working Proprietors, Directors and Managers, Wholesale and Retail Trade",-93.8802083333333,1611.24867669787
"71",88,81,924,2.79034150074943,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.945,24,0.260869565217391,924,2.79034150074942,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.945,314,13.9839258816123,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",0.832,"Jewellery and Precious Metal Workers and Metal Engravers (Except Printing)",-66.017316017316,401.154639238837
"10",19,20,323,2.97410692162232,"Professional Workers",0.33,25,0.271739130434783,323,2.97410692162232,"Professional Workers",0.33,145,18.4812648979182,"Professional Workers",0.384,"Professional Workers",-55.1083591331269,521.405530633612
"64",81,74,1362,3.39636274358128,"Carpenters, Cabinet and Related Wood Workers",1.392,26,0.282608695652174,1362,3.39636274358129,"Carpenters, Cabinet and Related Wood Workers",1.392,417,14.0445322219194,"Carpenters, Cabinet and Related Wood Workers",1.104,"Carpenters, Cabinet and Related Wood Workers",-69.3832599118943,313.516849708172
"50",65,60,382,3.41487871779292,"Other Farm Workers",0.39,27,0.293478260869565,382,3.41487871779291,"Other Farm Workers",0.39,140,12.3484188836045,"Other Farm Workers",0.371,"Other Farm Workers",-63.3507853403141,261.606367431562
"51",66,61,180,3.4183565990161,"Forestry Workers",0.184,28,0.304347826086957,180,3.4183565990161,"Forestry Workers",0.184,70,27.4999450274317,"Forestry Workers",0.185,"Forestry Workers",-61.1111111111111,704.478533203558
"17",26,27,511,3.43087382822703,"Working Proprietors, Directors and Managers, Other Services",0.522,29,0.315217391304348,511,3.43087382822703,"Working Proprietors, Directors and Managers, Other Services",0.522,91,57.1532983749844,"Working Proprietors, Directors and Managers, Other Services",0.241,"Working Proprietors, Directors and Managers, Other Services",-82.1917808219178,1565.85252727057
"65",82,75,185,3.45824876464753,"Stone Cutters and Carvers",0.189,30,0.326086956521739,185,3.45824876464754,"Stone Cutters and Carvers",0.189,82,12.9240307513079,"Stone Cutters and Carvers",0.217,"Stone Cutters and Carvers",-55.6756756756757,273.716051992145
"35",49,45,183,3.56118138799771,"Sales Workers",0.187,31,0.33695652173913,183,3.56118138799771,"Sales Workers",0.187,75,15.56691179414,"Sales Workers",0.199,"Sales Workers",-59.0163934426229,337.127742119661
"78",95,88,2361,3.72832057116425,"Bricklayers and Other Construction Workers",2.413,32,0.347826086956522,2361,3.72832057116425,"Bricklayers and Other Construction Workers",2.413,2316,10.5242415196776,"Bricklayers and Other Construction Workers",6.134,"Bricklayers and Other Construction Workers",-1.90597204574333,182.27834272285
